"cat_code","age","sex","logMR","ch_grp","subch_grp","cat_range","ucd"
"C09","75-84","Male",0.341337759774623,"C00-D48","C00-C97","C00-C14","Tonsillar pillar (anterior)(posterior) - Malignant neoplasms"
"C09","75-84","Male",0.341337759774623,"C00-D48","C00-C97","C00-C14","Overlapping lesion of tonsil - Malignant neoplasms"
"C09","85+","Male",0.233323036378188,"C00-D48","C00-C97","C00-C14","Tonsillar fossa - Malignant neoplasms"
"C09","85+","Male",0.233323036378188,"C00-D48","C00-C97","C00-C14","Tonsil, unspecified - Malignant neoplasms"
"C09","85+","Male",0.233323036378188,"C00-D48","C00-C97","C00-C14","Tonsillar pillar (anterior)(posterior) - Malignant neoplasms"
"C09","85+","Male",0.233323036378188,"C00-D48","C00-C97","C00-C14","Overlapping lesion of tonsil - Malignant neoplasms"
"C09","45-54","Male",-0.548754898387561,"C00-D48","C00-C97","C00-C14","Tonsillar fossa - Malignant neoplasms"
"C09","45-54","Male",-0.548754898387561,"C00-D48","C00-C97","C00-C14","Tonsil, unspecified - Malignant neoplasms"
"C09","45-54","Male",-0.548754898387561,"C00-D48","C00-C97","C00-C14","Tonsillar pillar (anterior)(posterior) - Malignant neoplasms"
"C09","45-54","Male",-0.548754898387561,"C00-D48","C00-C97","C00-C14","Overlapping lesion of tonsil - Malignant neoplasms"
"C09","55-64","Male",0.258894720516609,"C00-D48","C00-C97","C00-C14","Tonsillar fossa - Malignant neoplasms"
"C09","55-64","Male",0.258894720516609,"C00-D48","C00-C97","C00-C14","Tonsil, unspecified - Malignant neoplasms"
"C09","55-64","Male",0.258894720516609,"C00-D48","C00-C97","C00-C14","Tonsillar pillar (anterior)(posterior) - Malignant neoplasms"
"C09","55-64","Male",0.258894720516609,"C00-D48","C00-C97","C00-C14","Overlapping lesion of tonsil - Malignant neoplasms"
"C09","45-54","diff",1.64786538018491,"C00-D48","C00-C97","C00-C14","Tonsillar fossa - Malignant neoplasms"
"C09","45-54","diff",1.64786538018491,"C00-D48","C00-C97","C00-C14","Tonsil, unspecified - Malignant neoplasms"
"C09","45-54","diff",1.64786538018491,"C00-D48","C00-C97","C00-C14","Tonsillar pillar (anterior)(posterior) - Malignant neoplasms"
"C09","45-54","diff",1.64786538018491,"C00-D48","C00-C97","C00-C14","Overlapping lesion of tonsil - Malignant neoplasms"
"C09","55-64","diff",1.72694837869545,"C00-D48","C00-C97","C00-C14","Tonsillar fossa - Malignant neoplasms"
"C09","55-64","diff",1.72694837869545,"C00-D48","C00-C97","C00-C14","Tonsil, unspecified - Malignant neoplasms"
"C09","55-64","diff",1.72694837869545,"C00-D48","C00-C97","C00-C14","Tonsillar pillar (anterior)(posterior) - Malignant neoplasms"
"C09","55-64","diff",1.72694837869545,"C00-D48","C00-C97","C00-C14","Overlapping lesion of tonsil - Malignant neoplasms"
"C09","65-74","diff",1.48493344253551,"C00-D48","C00-C97","C00-C14","Tonsillar fossa - Malignant neoplasms"
"C09","65-74","diff",1.48493344253551,"C00-D48","C00-C97","C00-C14","Tonsil, unspecified - Malignant neoplasms"
"C09","65-74","diff",1.48493344253551,"C00-D48","C00-C97","C00-C14","Tonsillar pillar (anterior)(posterior) - Malignant neoplasms"
"C09","65-74","diff",1.48493344253551,"C00-D48","C00-C97","C00-C14","Overlapping lesion of tonsil - Malignant neoplasms"
"C09","45-54","Female",-2.19662027857247,"C00-D48","C00-C97","C00-C14","Tonsillar fossa - Malignant neoplasms"
"C09","45-54","Female",-2.19662027857247,"C00-D48","C00-C97","C00-C14","Tonsil, unspecified - Malignant neoplasms"
"C09","45-54","Female",-2.19662027857247,"C00-D48","C00-C97","C00-C14","Tonsillar pillar (anterior)(posterior) - Malignant neoplasms"
"C09","45-54","Female",-2.19662027857247,"C00-D48","C00-C97","C00-C14","Overlapping lesion of tonsil - Malignant neoplasms"
"C09","55-64","Female",-1.46805365817884,"C00-D48","C00-C97","C00-C14","Tonsillar fossa - Malignant neoplasms"
"C09","55-64","Female",-1.46805365817884,"C00-D48","C00-C97","C00-C14","Tonsil, unspecified - Malignant neoplasms"
"C09","55-64","Female",-1.46805365817884,"C00-D48","C00-C97","C00-C14","Tonsillar pillar (anterior)(posterior) - Malignant neoplasms"
"C09","55-64","Female",-1.46805365817884,"C00-D48","C00-C97","C00-C14","Overlapping lesion of tonsil - Malignant neoplasms"
"C09","65-74","Female",-1.02558532064759,"C00-D48","C00-C97","C00-C14","Tonsillar fossa - Malignant neoplasms"
"C09","65-74","Female",-1.02558532064759,"C00-D48","C00-C97","C00-C14","Tonsil, unspecified - Malignant neoplasms"
"C09","65-74","Female",-1.02558532064759,"C00-D48","C00-C97","C00-C14","Tonsillar pillar (anterior)(posterior) - Malignant neoplasms"
"C09","65-74","Female",-1.02558532064759,"C00-D48","C00-C97","C00-C14","Overlapping lesion of tonsil - Malignant neoplasms"
"C09","75-84","Female",-0.73036703599445,"C00-D48","C00-C97","C00-C14","Tonsillar fossa - Malignant neoplasms"
"C09","75-84","Female",-0.73036703599445,"C00-D48","C00-C97","C00-C14","Tonsil, unspecified - Malignant neoplasms"
"C09","75-84","Female",-0.73036703599445,"C00-D48","C00-C97","C00-C14","Tonsillar pillar (anterior)(posterior) - Malignant neoplasms"
"C09","75-84","Female",-0.73036703599445,"C00-D48","C00-C97","C00-C14","Overlapping lesion of tonsil - Malignant neoplasms"
"C09","85+","Female",-0.756006601095092,"C00-D48","C00-C97","C00-C14","Tonsillar fossa - Malignant neoplasms"
"C09","85+","Female",-0.756006601095092,"C00-D48","C00-C97","C00-C14","Tonsil, unspecified - Malignant neoplasms"
"C09","85+","Female",-0.756006601095092,"C00-D48","C00-C97","C00-C14","Tonsillar pillar (anterior)(posterior) - Malignant neoplasms"
"C09","85+","Female",-0.756006601095092,"C00-D48","C00-C97","C00-C14","Overlapping lesion of tonsil - Malignant neoplasms"
"C10","65-74","Male",0.481922443926458,"C00-D48","C00-C97","C00-C14","Oropharynx, unspecified - Malignant neoplasms"
"C10","65-74","Male",0.481922443926458,"C00-D48","C00-C97","C00-C14","Posterior wall of oropharynx - Malignant neoplasms"
"C10","65-74","Male",0.481922443926458,"C00-D48","C00-C97","C00-C14","Branchial cleft - Malignant neoplasms"
"C10","65-74","Male",0.481922443926458,"C00-D48","C00-C97","C00-C14","Vallecula - Malignant neoplasms"
"C10","65-74","Male",0.481922443926458,"C00-D48","C00-C97","C00-C14","Anterior surface of epiglottis - Malignant neoplasms"
"C10","65-74","Male",0.481922443926458,"C00-D48","C00-C97","C00-C14","Lateral wall of oropharynx - Malignant neoplasms"
"C10","65-74","Male",0.481922443926458,"C00-D48","C00-C97","C00-C14","Overlapping lesion of oropharynx - Malignant neoplasms"
"C10","75-84","Male",0.611834404335813,"C00-D48","C00-C97","C00-C14","Oropharynx, unspecified - Malignant neoplasms"
"C10","75-84","Male",0.611834404335813,"C00-D48","C00-C97","C00-C14","Posterior wall of oropharynx - Malignant neoplasms"
"C10","75-84","Male",0.611834404335813,"C00-D48","C00-C97","C00-C14","Branchial cleft - Malignant neoplasms"
"C10","75-84","Male",0.611834404335813,"C00-D48","C00-C97","C00-C14","Vallecula - Malignant neoplasms"
"C10","75-84","Male",0.611834404335813,"C00-D48","C00-C97","C00-C14","Anterior surface of epiglottis - Malignant neoplasms"
"C10","75-84","Male",0.611834404335813,"C00-D48","C00-C97","C00-C14","Lateral wall of oropharynx - Malignant neoplasms"
"C10","75-84","Male",0.611834404335813,"C00-D48","C00-C97","C00-C14","Overlapping lesion of oropharynx - Malignant neoplasms"
"C10","85+","Male",0.711358837321188,"C00-D48","C00-C97","C00-C14","Oropharynx, unspecified - Malignant neoplasms"
"C10","85+","Male",0.711358837321188,"C00-D48","C00-C97","C00-C14","Posterior wall of oropharynx - Malignant neoplasms"
"C10","85+","Male",0.711358837321188,"C00-D48","C00-C97","C00-C14","Branchial cleft - Malignant neoplasms"
"C10","85+","Male",0.711358837321188,"C00-D48","C00-C97","C00-C14","Vallecula - Malignant neoplasms"
"C10","85+","Male",0.711358837321188,"C00-D48","C00-C97","C00-C14","Anterior surface of epiglottis - Malignant neoplasms"
"C10","85+","Male",0.711358837321188,"C00-D48","C00-C97","C00-C14","Lateral wall of oropharynx - Malignant neoplasms"
"C10","85+","Male",0.711358837321188,"C00-D48","C00-C97","C00-C14","Overlapping lesion of oropharynx - Malignant neoplasms"
"C10","75-84","diff",0.908893270370615,"C00-D48","C00-C97","C00-C14","Oropharynx, unspecified - Malignant neoplasms"
"C10","75-84","diff",0.908893270370615,"C00-D48","C00-C97","C00-C14","Posterior wall of oropharynx - Malignant neoplasms"
"C10","75-84","diff",0.908893270370615,"C00-D48","C00-C97","C00-C14","Branchial cleft - Malignant neoplasms"
"C10","75-84","diff",0.908893270370615,"C00-D48","C00-C97","C00-C14","Vallecula - Malignant neoplasms"
"C10","75-84","diff",0.908893270370615,"C00-D48","C00-C97","C00-C14","Anterior surface of epiglottis - Malignant neoplasms"
"C10","75-84","diff",0.908893270370615,"C00-D48","C00-C97","C00-C14","Lateral wall of oropharynx - Malignant neoplasms"
"C10","75-84","diff",0.908893270370615,"C00-D48","C00-C97","C00-C14","Overlapping lesion of oropharynx - Malignant neoplasms"
"C10","55-64","Male",0.159928229509174,"C00-D48","C00-C97","C00-C14","Oropharynx, unspecified - Malignant neoplasms"
"C10","55-64","Male",0.159928229509174,"C00-D48","C00-C97","C00-C14","Posterior wall of oropharynx - Malignant neoplasms"
"C10","55-64","Male",0.159928229509174,"C00-D48","C00-C97","C00-C14","Branchial cleft - Malignant neoplasms"
"C10","55-64","Male",0.159928229509174,"C00-D48","C00-C97","C00-C14","Vallecula - Malignant neoplasms"
"C10","55-64","Male",0.159928229509174,"C00-D48","C00-C97","C00-C14","Anterior surface of epiglottis - Malignant neoplasms"
"C10","55-64","Male",0.159928229509174,"C00-D48","C00-C97","C00-C14","Lateral wall of oropharynx - Malignant neoplasms"
"C10","55-64","Male",0.159928229509174,"C00-D48","C00-C97","C00-C14","Overlapping lesion of oropharynx - Malignant neoplasms"
"C10","45-54","diff",1.31681956961596,"C00-D48","C00-C97","C00-C14","Oropharynx, unspecified - Malignant neoplasms"
"C10","45-54","diff",1.31681956961596,"C00-D48","C00-C97","C00-C14","Posterior wall of oropharynx - Malignant neoplasms"
"C10","45-54","diff",1.31681956961596,"C00-D48","C00-C97","C00-C14","Branchial cleft - Malignant neoplasms"
"C10","45-54","diff",1.31681956961596,"C00-D48","C00-C97","C00-C14","Vallecula - Malignant neoplasms"
"C10","45-54","diff",1.31681956961596,"C00-D48","C00-C97","C00-C14","Anterior surface of epiglottis - Malignant neoplasms"
"C10","45-54","diff",1.31681956961596,"C00-D48","C00-C97","C00-C14","Lateral wall of oropharynx - Malignant neoplasms"
"C10","45-54","diff",1.31681956961596,"C00-D48","C00-C97","C00-C14","Overlapping lesion of oropharynx - Malignant neoplasms"
"C10","55-64","diff",1.4938719587442,"C00-D48","C00-C97","C00-C14","Oropharynx, unspecified - Malignant neoplasms"
"C10","55-64","diff",1.4938719587442,"C00-D48","C00-C97","C00-C14","Posterior wall of oropharynx - Malignant neoplasms"
"C10","55-64","diff",1.4938719587442,"C00-D48","C00-C97","C00-C14","Branchial cleft - Malignant neoplasms"
"C10","55-64","diff",1.4938719587442,"C00-D48","C00-C97","C00-C14","Vallecula - Malignant neoplasms"
"C10","55-64","diff",1.4938719587442,"C00-D48","C00-C97","C00-C14","Anterior surface of epiglottis - Malignant neoplasms"
"C10","55-64","diff",1.4938719587442,"C00-D48","C00-C97","C00-C14","Lateral wall of oropharynx - Malignant neoplasms"
"C10","55-64","diff",1.4938719587442,"C00-D48","C00-C97","C00-C14","Overlapping lesion of oropharynx - Malignant neoplasms"
"C10","45-54","Male",-0.883800714289857,"C00-D48","C00-C97","C00-C14","Oropharynx, unspecified - Malignant neoplasms"
"C10","45-54","Male",-0.883800714289857,"C00-D48","C00-C97","C00-C14","Posterior wall of oropharynx - Malignant neoplasms"
"C10","45-54","Male",-0.883800714289857,"C00-D48","C00-C97","C00-C14","Branchial cleft - Malignant neoplasms"
"C10","45-54","Male",-0.883800714289857,"C00-D48","C00-C97","C00-C14","Vallecula - Malignant neoplasms"
"C10","45-54","Male",-0.883800714289857,"C00-D48","C00-C97","C00-C14","Anterior surface of epiglottis - Malignant neoplasms"
"C10","45-54","Male",-0.883800714289857,"C00-D48","C00-C97","C00-C14","Lateral wall of oropharynx - Malignant neoplasms"
"C10","45-54","Male",-0.883800714289857,"C00-D48","C00-C97","C00-C14","Overlapping lesion of oropharynx - Malignant neoplasms"
"C10","45-54","Female",-2.20062028390582,"C00-D48","C00-C97","C00-C14","Oropharynx, unspecified - Malignant neoplasms"
"C10","45-54","Female",-2.20062028390582,"C00-D48","C00-C97","C00-C14","Posterior wall of oropharynx - Malignant neoplasms"
"C10","45-54","Female",-2.20062028390582,"C00-D48","C00-C97","C00-C14","Branchial cleft - Malignant neoplasms"
"C10","45-54","Female",-2.20062028390582,"C00-D48","C00-C97","C00-C14","Vallecula - Malignant neoplasms"
"C10","45-54","Female",-2.20062028390582,"C00-D48","C00-C97","C00-C14","Anterior surface of epiglottis - Malignant neoplasms"
"C10","45-54","Female",-2.20062028390582,"C00-D48","C00-C97","C00-C14","Lateral wall of oropharynx - Malignant neoplasms"
"C10","45-54","Female",-2.20062028390582,"C00-D48","C00-C97","C00-C14","Overlapping lesion of oropharynx - Malignant neoplasms"
"C10","85+","diff",0.62247142534047,"C00-D48","C00-C97","C00-C14","Oropharynx, unspecified - Malignant neoplasms"
"C10","85+","diff",0.62247142534047,"C00-D48","C00-C97","C00-C14","Posterior wall of oropharynx - Malignant neoplasms"
"C10","85+","diff",0.62247142534047,"C00-D48","C00-C97","C00-C14","Branchial cleft - Malignant neoplasms"
"C10","85+","diff",0.62247142534047,"C00-D48","C00-C97","C00-C14","Vallecula - Malignant neoplasms"
"C10","85+","diff",0.62247142534047,"C00-D48","C00-C97","C00-C14","Anterior surface of epiglottis - Malignant neoplasms"
"C10","85+","diff",0.62247142534047,"C00-D48","C00-C97","C00-C14","Lateral wall of oropharynx - Malignant neoplasms"
"C10","85+","diff",0.62247142534047,"C00-D48","C00-C97","C00-C14","Overlapping lesion of oropharynx - Malignant neoplasms"
"C10","65-74","Female",-0.812053027243491,"C00-D48","C00-C97","C00-C14","Oropharynx, unspecified - Malignant neoplasms"
"C10","65-74","Female",-0.812053027243491,"C00-D48","C00-C97","C00-C14","Posterior wall of oropharynx - Malignant neoplasms"
"C10","65-74","Female",-0.812053027243491,"C00-D48","C00-C97","C00-C14","Branchial cleft - Malignant neoplasms"
"C10","65-74","Female",-0.812053027243491,"C00-D48","C00-C97","C00-C14","Vallecula - Malignant neoplasms"
"C10","65-74","Female",-0.812053027243491,"C00-D48","C00-C97","C00-C14","Anterior surface of epiglottis - Malignant neoplasms"
"C10","65-74","Female",-0.812053027243491,"C00-D48","C00-C97","C00-C14","Lateral wall of oropharynx - Malignant neoplasms"
"C10","65-74","Female",-0.812053027243491,"C00-D48","C00-C97","C00-C14","Overlapping lesion of oropharynx - Malignant neoplasms"
"C10","65-74","diff",1.29397547116995,"C00-D48","C00-C97","C00-C14","Oropharynx, unspecified - Malignant neoplasms"
"C10","65-74","diff",1.29397547116995,"C00-D48","C00-C97","C00-C14","Posterior wall of oropharynx - Malignant neoplasms"
"C10","65-74","diff",1.29397547116995,"C00-D48","C00-C97","C00-C14","Branchial cleft - Malignant neoplasms"
"C10","65-74","diff",1.29397547116995,"C00-D48","C00-C97","C00-C14","Vallecula - Malignant neoplasms"
"C10","65-74","diff",1.29397547116995,"C00-D48","C00-C97","C00-C14","Anterior surface of epiglottis - Malignant neoplasms"
"C10","65-74","diff",1.29397547116995,"C00-D48","C00-C97","C00-C14","Lateral wall of oropharynx - Malignant neoplasms"
"C10","65-74","diff",1.29397547116995,"C00-D48","C00-C97","C00-C14","Overlapping lesion of oropharynx - Malignant neoplasms"
"C10","85+","Female",0.0888874119807175,"C00-D48","C00-C97","C00-C14","Oropharynx, unspecified - Malignant neoplasms"
"C10","85+","Female",0.0888874119807175,"C00-D48","C00-C97","C00-C14","Posterior wall of oropharynx - Malignant neoplasms"
"C10","85+","Female",0.0888874119807175,"C00-D48","C00-C97","C00-C14","Branchial cleft - Malignant neoplasms"
"C10","85+","Female",0.0888874119807175,"C00-D48","C00-C97","C00-C14","Vallecula - Malignant neoplasms"
"C10","85+","Female",0.0888874119807175,"C00-D48","C00-C97","C00-C14","Anterior surface of epiglottis - Malignant neoplasms"
"C10","85+","Female",0.0888874119807175,"C00-D48","C00-C97","C00-C14","Lateral wall of oropharynx - Malignant neoplasms"
"C10","85+","Female",0.0888874119807175,"C00-D48","C00-C97","C00-C14","Overlapping lesion of oropharynx - Malignant neoplasms"
"C10","55-64","Female",-1.33394372923503,"C00-D48","C00-C97","C00-C14","Oropharynx, unspecified - Malignant neoplasms"
"C10","55-64","Female",-1.33394372923503,"C00-D48","C00-C97","C00-C14","Posterior wall of oropharynx - Malignant neoplasms"
"C10","55-64","Female",-1.33394372923503,"C00-D48","C00-C97","C00-C14","Branchial cleft - Malignant neoplasms"
"C10","55-64","Female",-1.33394372923503,"C00-D48","C00-C97","C00-C14","Vallecula - Malignant neoplasms"
"C10","55-64","Female",-1.33394372923503,"C00-D48","C00-C97","C00-C14","Anterior surface of epiglottis - Malignant neoplasms"
"C10","55-64","Female",-1.33394372923503,"C00-D48","C00-C97","C00-C14","Lateral wall of oropharynx - Malignant neoplasms"
"C10","55-64","Female",-1.33394372923503,"C00-D48","C00-C97","C00-C14","Overlapping lesion of oropharynx - Malignant neoplasms"
"C10","75-84","Female",-0.297058866034802,"C00-D48","C00-C97","C00-C14","Oropharynx, unspecified - Malignant neoplasms"
"C10","75-84","Female",-0.297058866034802,"C00-D48","C00-C97","C00-C14","Posterior wall of oropharynx - Malignant neoplasms"
"C10","75-84","Female",-0.297058866034802,"C00-D48","C00-C97","C00-C14","Branchial cleft - Malignant neoplasms"
"C10","75-84","Female",-0.297058866034802,"C00-D48","C00-C97","C00-C14","Vallecula - Malignant neoplasms"
"C10","75-84","Female",-0.297058866034802,"C00-D48","C00-C97","C00-C14","Anterior surface of epiglottis - Malignant neoplasms"
"C10","75-84","Female",-0.297058866034802,"C00-D48","C00-C97","C00-C14","Lateral wall of oropharynx - Malignant neoplasms"
"C10","75-84","Female",-0.297058866034802,"C00-D48","C00-C97","C00-C14","Overlapping lesion of oropharynx - Malignant neoplasms"
"C11","45-54","diff",1.05733860363506,"C00-D48","C00-C97","C00-C14","Posterior wall of nasopharynx - Malignant neoplasms"
"C11","45-54","diff",1.05733860363506,"C00-D48","C00-C97","C00-C14","Nasopharynx, unspecified - Malignant neoplasms"
"C11","45-54","diff",1.05733860363506,"C00-D48","C00-C97","C00-C14","Overlapping lesion of nasopharynx - Malignant neoplasms"
"C11","45-54","diff",1.05733860363506,"C00-D48","C00-C97","C00-C14","Superior wall of nasopharynx - Malignant neoplasms"
"C11","45-54","diff",1.05733860363506,"C00-D48","C00-C97","C00-C14","Anterior wall of nasopharynx - Malignant neoplasms"
"C11","45-54","diff",1.05733860363506,"C00-D48","C00-C97","C00-C14","Lateral wall of nasopharynx - Malignant neoplasms"
"C11","45-54","Male",-0.902262777129592,"C00-D48","C00-C97","C00-C14","Posterior wall of nasopharynx - Malignant neoplasms"
"C11","45-54","Male",-0.902262777129592,"C00-D48","C00-C97","C00-C14","Nasopharynx, unspecified - Malignant neoplasms"
"C11","45-54","Male",-0.902262777129592,"C00-D48","C00-C97","C00-C14","Overlapping lesion of nasopharynx - Malignant neoplasms"
"C11","45-54","Male",-0.902262777129592,"C00-D48","C00-C97","C00-C14","Superior wall of nasopharynx - Malignant neoplasms"
"C11","45-54","Male",-0.902262777129592,"C00-D48","C00-C97","C00-C14","Anterior wall of nasopharynx - Malignant neoplasms"
"C11","45-54","Male",-0.902262777129592,"C00-D48","C00-C97","C00-C14","Lateral wall of nasopharynx - Malignant neoplasms"
"C11","45-54","Female",-1.95960138076465,"C00-D48","C00-C97","C00-C14","Posterior wall of nasopharynx - Malignant neoplasms"
"C11","45-54","Female",-1.95960138076465,"C00-D48","C00-C97","C00-C14","Nasopharynx, unspecified - Malignant neoplasms"
"C11","45-54","Female",-1.95960138076465,"C00-D48","C00-C97","C00-C14","Overlapping lesion of nasopharynx - Malignant neoplasms"
"C11","45-54","Female",-1.95960138076465,"C00-D48","C00-C97","C00-C14","Superior wall of nasopharynx - Malignant neoplasms"
"C11","45-54","Female",-1.95960138076465,"C00-D48","C00-C97","C00-C14","Anterior wall of nasopharynx - Malignant neoplasms"
"C11","45-54","Female",-1.95960138076465,"C00-D48","C00-C97","C00-C14","Lateral wall of nasopharynx - Malignant neoplasms"
"C11","55-64","Female",-1.37632733379682,"C00-D48","C00-C97","C00-C14","Posterior wall of nasopharynx - Malignant neoplasms"
"C11","55-64","Female",-1.37632733379682,"C00-D48","C00-C97","C00-C14","Nasopharynx, unspecified - Malignant neoplasms"
"C11","55-64","Female",-1.37632733379682,"C00-D48","C00-C97","C00-C14","Overlapping lesion of nasopharynx - Malignant neoplasms"
"C11","55-64","Female",-1.37632733379682,"C00-D48","C00-C97","C00-C14","Superior wall of nasopharynx - Malignant neoplasms"
"C11","55-64","Female",-1.37632733379682,"C00-D48","C00-C97","C00-C14","Anterior wall of nasopharynx - Malignant neoplasms"
"C11","55-64","Female",-1.37632733379682,"C00-D48","C00-C97","C00-C14","Lateral wall of nasopharynx - Malignant neoplasms"
"C11","65-74","Female",-0.997716421638795,"C00-D48","C00-C97","C00-C14","Posterior wall of nasopharynx - Malignant neoplasms"
"C11","65-74","Female",-0.997716421638795,"C00-D48","C00-C97","C00-C14","Nasopharynx, unspecified - Malignant neoplasms"
"C11","65-74","Female",-0.997716421638795,"C00-D48","C00-C97","C00-C14","Overlapping lesion of nasopharynx - Malignant neoplasms"
"C11","65-74","Female",-0.997716421638795,"C00-D48","C00-C97","C00-C14","Superior wall of nasopharynx - Malignant neoplasms"
"C11","65-74","Female",-0.997716421638795,"C00-D48","C00-C97","C00-C14","Anterior wall of nasopharynx - Malignant neoplasms"
"C11","65-74","Female",-0.997716421638795,"C00-D48","C00-C97","C00-C14","Lateral wall of nasopharynx - Malignant neoplasms"
"C11","75-84","Female",-0.636321878496712,"C00-D48","C00-C97","C00-C14","Posterior wall of nasopharynx - Malignant neoplasms"
"C11","75-84","Female",-0.636321878496712,"C00-D48","C00-C97","C00-C14","Nasopharynx, unspecified - Malignant neoplasms"
"C11","75-84","Female",-0.636321878496712,"C00-D48","C00-C97","C00-C14","Overlapping lesion of nasopharynx - Malignant neoplasms"
"C11","75-84","Female",-0.636321878496712,"C00-D48","C00-C97","C00-C14","Superior wall of nasopharynx - Malignant neoplasms"
"C11","75-84","Female",-0.636321878496712,"C00-D48","C00-C97","C00-C14","Anterior wall of nasopharynx - Malignant neoplasms"
"C11","75-84","Female",-0.636321878496712,"C00-D48","C00-C97","C00-C14","Lateral wall of nasopharynx - Malignant neoplasms"
"C11","85+","Female",-0.403260935296249,"C00-D48","C00-C97","C00-C14","Posterior wall of nasopharynx - Malignant neoplasms"
"C11","85+","Female",-0.403260935296249,"C00-D48","C00-C97","C00-C14","Nasopharynx, unspecified - Malignant neoplasms"
"C11","85+","Female",-0.403260935296249,"C00-D48","C00-C97","C00-C14","Overlapping lesion of nasopharynx - Malignant neoplasms"
"C11","85+","Female",-0.403260935296249,"C00-D48","C00-C97","C00-C14","Superior wall of nasopharynx - Malignant neoplasms"
"C11","85+","Female",-0.403260935296249,"C00-D48","C00-C97","C00-C14","Anterior wall of nasopharynx - Malignant neoplasms"
"C11","85+","Female",-0.403260935296249,"C00-D48","C00-C97","C00-C14","Lateral wall of nasopharynx - Malignant neoplasms"
"C11","85+","Male",0.189359912957072,"C00-D48","C00-C97","C00-C14","Posterior wall of nasopharynx - Malignant neoplasms"
"C11","85+","Male",0.189359912957072,"C00-D48","C00-C97","C00-C14","Nasopharynx, unspecified - Malignant neoplasms"
"C11","85+","Male",0.189359912957072,"C00-D48","C00-C97","C00-C14","Overlapping lesion of nasopharynx - Malignant neoplasms"
"C11","85+","Male",0.189359912957072,"C00-D48","C00-C97","C00-C14","Superior wall of nasopharynx - Malignant neoplasms"
"C11","85+","Male",0.189359912957072,"C00-D48","C00-C97","C00-C14","Anterior wall of nasopharynx - Malignant neoplasms"
"C11","85+","Male",0.189359912957072,"C00-D48","C00-C97","C00-C14","Lateral wall of nasopharynx - Malignant neoplasms"
"C11","75-84","diff",0.820589542266775,"C00-D48","C00-C97","C00-C14","Posterior wall of nasopharynx - Malignant neoplasms"
"C11","75-84","diff",0.820589542266775,"C00-D48","C00-C97","C00-C14","Nasopharynx, unspecified - Malignant neoplasms"
"C11","75-84","diff",0.820589542266775,"C00-D48","C00-C97","C00-C14","Overlapping lesion of nasopharynx - Malignant neoplasms"
"C11","75-84","diff",0.820589542266775,"C00-D48","C00-C97","C00-C14","Superior wall of nasopharynx - Malignant neoplasms"
"C11","75-84","diff",0.820589542266775,"C00-D48","C00-C97","C00-C14","Anterior wall of nasopharynx - Malignant neoplasms"
"C11","75-84","diff",0.820589542266775,"C00-D48","C00-C97","C00-C14","Lateral wall of nasopharynx - Malignant neoplasms"
"C11","85+","diff",0.592620848253321,"C00-D48","C00-C97","C00-C14","Posterior wall of nasopharynx - Malignant neoplasms"
"C11","85+","diff",0.592620848253321,"C00-D48","C00-C97","C00-C14","Nasopharynx, unspecified - Malignant neoplasms"
"C11","85+","diff",0.592620848253321,"C00-D48","C00-C97","C00-C14","Overlapping lesion of nasopharynx - Malignant neoplasms"
"C11","85+","diff",0.592620848253321,"C00-D48","C00-C97","C00-C14","Superior wall of nasopharynx - Malignant neoplasms"
"C11","85+","diff",0.592620848253321,"C00-D48","C00-C97","C00-C14","Anterior wall of nasopharynx - Malignant neoplasms"
"C11","85+","diff",0.592620848253321,"C00-D48","C00-C97","C00-C14","Lateral wall of nasopharynx - Malignant neoplasms"
"C11","65-74","Male",-0.0101989905728964,"C00-D48","C00-C97","C00-C14","Posterior wall of nasopharynx - Malignant neoplasms"
"C11","65-74","Male",-0.0101989905728964,"C00-D48","C00-C97","C00-C14","Nasopharynx, unspecified - Malignant neoplasms"
"C11","65-74","Male",-0.0101989905728964,"C00-D48","C00-C97","C00-C14","Overlapping lesion of nasopharynx - Malignant neoplasms"
"C11","65-74","Male",-0.0101989905728964,"C00-D48","C00-C97","C00-C14","Superior wall of nasopharynx - Malignant neoplasms"
"C11","65-74","Male",-0.0101989905728964,"C00-D48","C00-C97","C00-C14","Anterior wall of nasopharynx - Malignant neoplasms"
"C11","65-74","Male",-0.0101989905728964,"C00-D48","C00-C97","C00-C14","Lateral wall of nasopharynx - Malignant neoplasms"
"C11","75-84","Male",0.184267663770063,"C00-D48","C00-C97","C00-C14","Posterior wall of nasopharynx - Malignant neoplasms"
"C11","75-84","Male",0.184267663770063,"C00-D48","C00-C97","C00-C14","Nasopharynx, unspecified - Malignant neoplasms"
"C11","75-84","Male",0.184267663770063,"C00-D48","C00-C97","C00-C14","Overlapping lesion of nasopharynx - Malignant neoplasms"
"C11","75-84","Male",0.184267663770063,"C00-D48","C00-C97","C00-C14","Superior wall of nasopharynx - Malignant neoplasms"
"C11","75-84","Male",0.184267663770063,"C00-D48","C00-C97","C00-C14","Anterior wall of nasopharynx - Malignant neoplasms"
"C11","75-84","Male",0.184267663770063,"C00-D48","C00-C97","C00-C14","Lateral wall of nasopharynx - Malignant neoplasms"
"C11","65-74","diff",0.987517431065899,"C00-D48","C00-C97","C00-C14","Posterior wall of nasopharynx - Malignant neoplasms"
