"cat_code","age","Female","Male","Diff","ucd"
"C64","55-64",1.43915093786755,2.41297929199022,0.973828354122663,"Malignant neoplasm of kidney, except renal pelvis"
"C64","65-74",2.23096319706601,3.07808042750763,0.847117230441612,"Malignant neoplasm of kidney, except renal pelvis"
"C64","75-84",2.84956350810983,3.58522977899189,0.735666270882064,"Malignant neoplasm of kidney, except renal pelvis"
"C64","85+",3.27418529768742,3.99131721835357,0.71713192066615,"Malignant neoplasm of kidney, except renal pelvis"
"C67","45-54",-0.376652969950027,0.549328569538453,0.925981539488479,"Malignant neoplasm of bladder"
"C67","55-64",0.796791106832356,1.98609109163817,1.18929998480581,"Malignant neoplasm of bladder"
"C67","65-74",1.8919503661894,3.10379290265457,1.21184253646517,"Malignant neoplasm of bladder"
"C67","75-84",2.89237126494896,4.13411254329543,1.24174127834647,"Malignant neoplasm of bladder"
"C67","85+",3.70599809792188,5.01452262356934,1.30852452564747,"Malignant neoplasm of bladder"
"C68","45-54",-3.14536822059401,-2.90092349157043,0.244444729023577,"Malignant neoplasm of other and unspecified urinary organs"
"C68","55-64",-2.16120083873879,-1.76233216866255,0.398868670076241,"Malignant neoplasm of other and unspecified urinary organs"
"C68","65-74",-1.32054015242845,-0.594886856057658,0.72565329637079,"Malignant neoplasm of other and unspecified urinary organs"
"C68","75-84",-0.417098544355677,0.39933351226648,0.816432056622157,"Malignant neoplasm of other and unspecified urinary organs"
"C68","85+",0.182993497720238,1.06856697242158,0.885573474701341,"Malignant neoplasm of other and unspecified urinary organs"
"C69","45-54",-2.87983689092982,-2.56743188308736,0.31240500784246,"Malignant neoplasm of eye and adnexa"
"C69","55-64",-1.99325683677919,-1.67143297783391,0.321823858945287,"Malignant neoplasm of eye and adnexa"
"C69","65-74",-1.42671202715715,-1.00898866189841,0.41772336525874,"Malignant neoplasm of eye and adnexa"
"C69","75-84",-0.912941469259597,-0.539695283698268,0.373246185561329,"Malignant neoplasm of eye and adnexa"
"C69","85+",-0.401294366324208,-0.094583837384102,0.306710528940106,"Malignant neoplasm of eye and adnexa"
"C71","45-54",1.25479197187394,1.71679266358618,0.462000691712234,"Malignant neoplasm of brain"
"C71","55-64",2.00453084580445,2.42866229373969,0.424131447935242,"Malignant neoplasm of brain"
"C71","65-74",2.5291414298557,2.92400255702912,0.39486112717342,"Malignant neoplasm of brain"
"C71","75-84",2.81222162376264,3.20546681676545,0.393245193002808,"Malignant neoplasm of brain"
"C71","85+",2.74033118108405,3.17878017276817,0.438448991684115,"Malignant neoplasm of brain"
"C73","45-54",-1.32899995755942,-1.11055387663143,0.21844608092799,"Malignant neoplasm of thyroid gland"
"C73","55-64",-0.233645952219138,-0.153562258925297,0.0800836932938415,"Malignant neoplasm of thyroid gland"
"C73","65-74",0.562318030776004,0.650006218057641,0.0876881872816364,"Malignant neoplasm of thyroid gland"
"C73","75-84",1.28107445886593,1.24671267677178,-0.0343617820941513,"Malignant neoplasm of thyroid gland"
"C73","85+",1.74877590521491,1.60771893370646,-0.141056971508441,"Malignant neoplasm of thyroid gland"
"C74","45-54",-1.85929297563153,-1.9263638515723,-0.067070875940775,"Malignant neoplasm of adrenal gland"
"C74","55-64",-1.33192148385426,-1.3202609520924,0.0116605317618581,"Malignant neoplasm of adrenal gland"
"C74","65-74",-0.907802284991204,-0.852186164022862,0.0556161209683417,"Malignant neoplasm of adrenal gland"
"C74","75-84",-0.66196430911005,-0.468085751320144,0.193878557789905,"Malignant neoplasm of adrenal gland"
"C74","85+",-0.551523472498285,-0.291943271542597,0.259580200955687,"Malignant neoplasm of adrenal gland"
"C76","45-54",-1.37181471586253,-0.646129062412737,0.725685653449792,"Malignant neoplasm of other and ill-defined sites"
"C76","55-64",-0.441829548801727,0.235169346260065,0.676998895061792,"Malignant neoplasm of other and ill-defined sites"
"C76","65-74",0.461193557311017,0.843662662673327,0.38246910536231,"Malignant neoplasm of other and ill-defined sites"
"C76","75-84",1.36739491161118,1.49832516360985,0.130930251998669,"Malignant neoplasm of other and ill-defined sites"
"C76","85+",2.34226709214667,2.22457949201347,-0.117687600133201,"Malignant neoplasm of other and ill-defined sites"
"C78","45-54",-0.913803089065111,-0.453156388731891,0.46064670033322,"Secondary malignant neoplasm of respiratory and digestive organs"
"C78","55-64",0.159051342197912,0.70969275721142,0.550641415013508,"Secondary malignant neoplasm of respiratory and digestive organs"
"C78","65-74",1.06668123650817,1.37529632935386,0.308615092845696,"Secondary malignant neoplasm of respiratory and digestive organs"
"C78","75-84",1.88650266807363,2.05416802794314,0.167665359869505,"Secondary malignant neoplasm of respiratory and digestive organs"
"C78","85+",2.48524994964215,2.57368031666437,0.0884303670222266,"Secondary malignant neoplasm of respiratory and digestive organs"
"C79","45-54",-0.546887456610796,0.39599303830063,0.942880494911426,"Secondary malignant neoplasm of other and unspecified sites"
"C79","55-64",0.34300147132144,1.39725787063601,1.05425639931457,"Secondary malignant neoplasm of other and unspecified sites"
"C79","65-74",1.00327777405522,1.86409279962086,0.860815025565634,"Secondary malignant neoplasm of other and unspecified sites"
"C79","75-84",1.66222746384821,2.26265007031117,0.600422606462968,"Secondary malignant neoplasm of other and unspecified sites"
"C79","85+",2.23396682516465,2.75913769849218,0.525170873327527,"Secondary malignant neoplasm of other and unspecified sites"
"C80","45-54",1.48318620420682,1.65413690993221,0.170950705725382,"Malignant neoplasm without specification of site"
"C80","55-64",2.42537154941009,2.75707642815603,0.331704878745939,"Malignant neoplasm without specification of site"
"C80","65-74",3.21034686357793,3.54461427318123,0.3342674096033,"Malignant neoplasm without specification of site"
"C80","75-84",3.88666675869935,4.19189592319017,0.305229164490825,"Malignant neoplasm without specification of site"
"C80","85+",4.41565444477167,4.70850699749529,0.292852552723628,"Malignant neoplasm without specification of site"
"C81","45-54",-1.4500363937871,-0.886576180961892,0.56346021282521,"Hodgkin lymphoma"
"C81","55-64",-0.998339422655283,-0.437575826345751,0.560763596309532,"Hodgkin lymphoma"
"C81","65-74",-0.302984873174147,0.252761943094333,0.55574681626848,"Hodgkin lymphoma"
"C81","75-84",0.490280134473855,0.842588133120062,0.352307998646207,"Hodgkin lymphoma"
"C81","85+",0.674130397888976,1.17131213071342,0.497181732824446,"Hodgkin lymphoma"
"C82","45-54",-3.04725036463549,-2.61324141911865,0.434008945516835,"Follicular lymphoma"
"C82","55-64",-1.94362833247403,-1.54152858164518,0.402099750828855,"Follicular lymphoma"
"C82","65-74",-1.01800542512482,-0.686599909681134,0.331405515443684,"Follicular lymphoma"
"C82","75-84",-0.207727777286535,0.0919171084219302,0.299644885708465,"Follicular lymphoma"
"C82","85+",0.326605346226577,0.617780490361622,0.291175144135045,"Follicular lymphoma"
"C83","45-54",-1.08939581345502,-0.349202266987925,0.740193546467098,"Non-follicular lymphoma"
"C83","55-64",-0.0301622293707383,0.747172079904818,0.777334309275556,"Non-follicular lymphoma"
"C83","65-74",0.955865822212933,1.67405082563227,0.718185003419339,"Non-follicular lymphoma"
"C83","75-84",1.74032186766406,2.39411512960932,0.653793261945266,"Non-follicular lymphoma"
"C83","85+",2.10883185479591,2.774162737848,0.665330883052092,"Non-follicular lymphoma"
"C84","45-54",-1.62538139734776,-1.0790659911851,0.54631540616266,"Mature T/NK-cell lymphomas"
"C84","55-64",-0.851867518755025,-0.221648663424295,0.63021885533073,"Mature T/NK-cell lymphomas"
"C84","65-74",-0.21707348529554,0.428041217262875,0.645114702558415,"Mature T/NK-cell lymphomas"
"C84","75-84",0.357654177185883,1.02204357214874,0.664389394962852,"Mature T/NK-cell lymphomas"
"C84","85+",0.509875219829391,1.17634992474338,0.666474704913988,"Mature T/NK-cell lymphomas"
"C85","45-54",0.458138625479512,1.05838060343871,0.600241977959194,"Other specified and unspecified types of non-Hodgkin lymphoma"
"C85","55-64",1.53373661745906,2.03721921312471,0.503482595665648,"Other specified and unspecified types of non-Hodgkin lymphoma"
"C85","65-74",2.56386406552221,2.97999538466586,0.416131319143645,"Other specified and unspecified types of non-Hodgkin lymphoma"
"C85","75-84",3.50852836461296,3.86544285130631,0.356914486693354,"Other specified and unspecified types of non-Hodgkin lymphoma"
"C85","85+",3.98656004752153,4.39525924988796,0.408699202366433,"Other specified and unspecified types of non-Hodgkin lymphoma"
"C90","45-54",0.189593897726335,0.594699840696768,0.405105942970433,"Multiple myeloma and malignant plasma cell neoplasms"
"C90","55-64",1.43465170655223,1.81798186215239,0.383330155600159,"Multiple myeloma and malignant plasma cell neoplasms"
"C90","65-74",2.42025284163719,2.81741436038713,0.397161518749944,"Multiple myeloma and malignant plasma cell neoplasms"
"C90","75-84",3.14427831028908,3.56605895206782,0.42178064177874,"Multiple myeloma and malignant plasma cell neoplasms"
"C90","85+",3.38106290579335,3.91453879061635,0.533475884823003,"Multiple myeloma and malignant plasma cell neoplasms"
"C91","45-54",-0.651055772519135,-0.129116324665473,0.521939447853662,"Lymphoid leukemia"
"C91","55-64",0.214135486347456,1.00334625490306,0.789210768555604,"Lymphoid leukemia"
"C91","65-74",1.22867689028808,2.05168864866738,0.823011758379303,"Lymphoid leukemia"
"C91","75-84",2.26029551820929,2.99110779414505,0.730812275935758,"Lymphoid leukemia"
"C91","85+",3.19162145287982,3.77723887077726,0.585617417897442,"Lymphoid leukemia"
"C92","45-54",0.526092360760169,0.711119913595525,0.185027552835355,"Myeloid leukemia"
"C92","55-64",1.30612523425507,1.72267633458195,0.416551100326875,"Myeloid leukemia"
"C92","65-74",2.20125867386979,2.7725501709978,0.571291497128009,"Myeloid leukemia"
"C92","75-84",2.88477878025065,3.52936879302448,0.64459001277383,"Myeloid leukemia"
"C92","85+",3.10757911907101,3.77965980370801,0.672080684637007,"Myeloid leukemia"
"C95","45-54",-0.852625216888783,-0.477966125298124,0.374659091590659,"Leukemia of unspecified cell type"
"C95","55-64",0.087407049509505,0.553684848352438,0.466277798842933,"Leukemia of unspecified cell type"
"C95","65-74",1.15826519716338,1.76553437174954,0.607269174586164,"Leukemia of unspecified cell type"
"C95","75-84",2.19898768974394,2.79344453441729,0.594456844673353,"Leukemia of unspecified cell type"
"C95","85+",2.91328448848105,3.42295828793454,0.509673799453493,"Leukemia of unspecified cell type"
"C97","45-54",-0.493143180604105,-0.569184208923815,-0.07604102831971,"Malignant neoplasms of independent (primary) multiple sites"
"C97","55-64",0.428719044189223,0.701201339079453,0.27248229489023,"Malignant neoplasms of independent (primary) multiple sites"
"C97","65-74",1.3143374427841,1.80791038734092,0.493572944556816,"Malignant neoplasms of independent (primary) multiple sites"
"C97","75-84",2.02412272698341,2.79297698979723,0.768854262813822,"Malignant neoplasms of independent (primary) multiple sites"
"C97","85+",2.47378976911977,3.51237303374467,1.0385832646249,"Malignant neoplasms of independent (primary) multiple sites"
"D32","45-54",-2.05885633885999,-2.42572504544759,-0.366868706587606,"Benign neoplasm of meninges"
"D32","55-64",-1.22656096819644,-1.49191004899559,-0.265349080799151,"Benign neoplasm of meninges"
"D32","65-74",-0.295624166964926,-0.443900179573056,-0.148276012608131,"Benign neoplasm of meninges"
"D32","75-84",0.727277298469773,0.506115896498849,-0.221161401970924,"Benign neoplasm of meninges"
"D32","85+",1.55522448077414,1.36853335742232,-0.186691123351829,"Benign neoplasm of meninges"
"D37","45-54",-2.61413372519681,-1.95669339100704,0.657440334189776,"Neoplasm of uncertain behavior of oral cavity and digestive organs"
"D37","55-64",-1.49147393238694,-0.887977017169826,0.603496915217115,"Neoplasm of uncertain behavior of oral cavity and digestive organs"
"D37","65-74",-0.665329837973359,-0.163285274344368,0.502044563628991,"Neoplasm of uncertain behavior of oral cavity and digestive organs"
"D37","75-84",0.372450473336638,0.668199948842565,0.295749475505927,"Neoplasm of uncertain behavior of oral cavity and digestive organs"
"D37","85+",1.63267909010982,1.61800319214354,-0.0146758979662858,"Neoplasm of uncertain behavior of oral cavity and digestive organs"
"D38","45-54",-3.10992147159826,-2.67777994025622,0.432141531342039,"Neoplasm of uncertain behavior of middle ear and respiratory and intrathoracic organs"
"D38","55-64",-1.81126149104669,-1.36077004850314,0.450491442543546,"Neoplasm of uncertain behavior of middle ear and respiratory and intrathoracic organs"
"D38","65-74",-0.669889116387877,-0.255143970568323,0.414745145819554,"Neoplasm of uncertain behavior of middle ear and respiratory and intrathoracic organs"
"D38","75-84",0.325190820090439,0.694810961164896,0.369620141074457,"Neoplasm of uncertain behavior of middle ear and respiratory and intrathoracic organs"
"D38","85+",1.20262737767039,1.54774018596704,0.345112808296647,"Neoplasm of uncertain behavior of middle ear and respiratory and intrathoracic organs"
"D43","45-54",-0.778405701911797,-0.466579409064031,0.311826292847765,"Neoplasm of uncertain behavior of brain and central nervous system"
"D43","55-64",-0.13433265013825,0.179994175338515,0.314326825476765,"Neoplasm of uncertain behavior of brain and central nervous system"
"D43","65-74",0.632849773863733,0.835075568533394,0.202225794669661,"Neoplasm of uncertain behavior of brain and central nervous system"
"D43","75-84",1.52749042601624,1.65055044522057,0.123060019204327,"Neoplasm of uncertain behavior of brain and central nervous system"
"D43","85+",2.26680663106157,2.38308273583957,0.116276104777995,"Neoplasm of uncertain behavior of brain and central nervous system"
"D44","45-54",-3.16095295161071,-2.78314045591405,0.377812495696659,"Neoplasm of uncertain behavior of endocrine glands"
"D44","55-64",-2.62015463179794,-2.35547539140093,0.264679240397006,"Neoplasm of uncertain behavior of endocrine glands"
"D44","65-74",-2.11016607851144,-1.8443791756849,0.265786902826536,"Neoplasm of uncertain behavior of endocrine glands"
"D44","75-84",-1.46612879867968,-1.18592554447046,0.280203254209217,"Neoplasm of uncertain behavior of endocrine glands"
"D44","85+",-0.865421387080959,-0.761219892395715,0.104201494685243,"Neoplasm of uncertain behavior of endocrine glands"
"D46","45-54",-1.71742746259885,-1.37849695612596,0.338930506472884,"Myelodysplastic syndromes"
"D46","55-64",-0.378354429873015,0.211795229869848,0.590149659742862,"Myelodysplastic syndromes"
"D46","65-74",1.0760270989264,1.81727589217416,0.741248793247758,"Myelodysplastic syndromes"
"D46","75-84",2.37680709787748,3.15161933980922,0.774812241931742,"Myelodysplastic syndromes"
"D46","85+",3.38628298590935,4.11264510392185,0.7263621180125,"Myelodysplastic syndromes"
"D47","45-54",-2.64178525652732,-2.27231483214806,0.369470424379264,"Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue"
"D47","55-64",-1.34924234479689,-0.705771530250066,0.643470814546827,"Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue"
"D47","65-74",-0.0493863360200232,0.621053364267718,0.670439700287741,"Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue"
"D47","75-84",1.1299919136848,1.7161063639431,0.586114450258305,"Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue"
"D47","85+",1.97017881205133,2.41537939224124,0.445200580189905,"Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue"
"D48","45-54",-1.78122460226171,-1.6410430553062,0.140181546955507,"Neoplasm of uncertain behavior of other and unspecified sites"
"D48","55-64",-1.00269040848961,-0.823264416477459,0.17942599201215,"Neoplasm of uncertain behavior of other and unspecified sites"
"D48","65-74",-0.371789296530888,-0.17022418662664,0.201565109904248,"Neoplasm of uncertain behavior of other and unspecified sites"
"D48","75-84",0.461522950425363,0.562307659707703,0.10078470928234,"Neoplasm of uncertain behavior of other and unspecified sites"
"D48","85+",1.52448753408476,1.3657651895647,-0.15872234452006,"Neoplasm of uncertain behavior of other and unspecified sites"
"D61","45-54",-2.1384643584154,-2.1219809508475,0.0164834075678981,"Other aplastic anemias and other bone marrow failure syndromes"
"D61","55-64",-1.26360223987679,-1.18311485575295,0.0804873841238347,"Other aplastic anemias and other bone marrow failure syndromes"
"D61","65-74",-0.293008418677774,-0.188603082328658,0.104405336349116,"Other aplastic anemias and other bone marrow failure syndromes"
"D61","75-84",0.589279543556002,0.809907913351453,0.220628369795451,"Other aplastic anemias and other bone marrow failure syndromes"
"D61","85+",1.55327868446877,1.83020938823029,0.276930703761515,"Other aplastic anemias and other bone marrow failure syndromes"
"D64","45-54",-1.92250284515483,-1.93743115821198,-0.0149283130571527,"Other anemias"
"D64","55-64",-0.971214276387592,-0.819355616712406,0.151858659675185,"Other anemias"
"D64","65-74",0.183050507905995,0.271187633856267,0.0881371259502725,"Other anemias"
"D64","75-84",1.60785850889093,1.60711238248164,-0.000746126409288728,"Other anemias"
"D64","85+",3.25376821513826,3.18856928047472,-0.0651989346635387,"Other anemias"
"D65","45-54",-1.7904900557075,-1.8787723689968,-0.088282313289302,"Disseminated intravascular coagulation [defibrination syndrome]"
"D65","55-64",-1.19084288559436,-1.27720968459199,-0.0863667989976338,"Disseminated intravascular coagulation [defibrination syndrome]"
"D65","65-74",-0.525469011342141,-0.645275348470472,-0.119806337128331,"Disseminated intravascular coagulation [defibrination syndrome]"
"D65","75-84",0.00607695031881935,-0.0707839538511411,-0.0768609041699604,"Disseminated intravascular coagulation [defibrination syndrome]"
"D65","85+",0.184088188579419,0.399384072300362,0.215295883720943,"Disseminated intravascular coagulation [defibrination syndrome]"
"D68","45-54",-1.14639903213675,-1.09605586638964,0.0503431657471087,"Other coagulation defects"
"D68","55-64",-0.704525680857098,-0.488098515770302,0.216427165086796,"Other coagulation defects"
"D68","65-74",0.0113828049093157,0.154007241238225,0.142624436328909,"Other coagulation defects"
"D68","75-84",0.773007768186351,0.900781208200787,0.127773440014436,"Other coagulation defects"
"D68","85+",1.24781753418217,1.4360046849405,0.188187150758336,"Other coagulation defects"
"D69","45-54",-2.03480019600575,-1.96810345774507,0.0666967382606845,"Purpura and other hemorrhagic conditions"
"D69","55-64",-1.32487565702106,-1.28029769528057,0.0445779617404924,"Purpura and other hemorrhagic conditions"
"D69","65-74",-0.500085285952336,-0.330194301830576,0.16989098412176,"Purpura and other hemorrhagic conditions"
"D69","75-84",0.419580686923419,0.71907993468941,0.299499247765991,"Purpura and other hemorrhagic conditions"
"D69","85+",1.32378501935604,1.66789539776387,0.344110378407827,"Purpura and other hemorrhagic conditions"
"D70","45-54",-2.65432460578006,-2.63855922710294,0.0157653786771155,"Neutropenia"
"D70","55-64",-1.70166850936035,-1.61512180627119,0.0865467030891565,"Neutropenia"
"D70","65-74",-0.942203711708536,-0.72970607886661,0.212497632841927,"Neutropenia"
"D70","75-84",-0.562049527284512,-0.279685148449808,0.282364378834704,"Neutropenia"
"D70","85+",-0.23348493756591,0.148069644019456,0.381554581585366,"Neutropenia"
"D84","45-54",-2.48098119220933,-1.71587869713002,0.765102495079312,"Other immunodeficiencies"
"D84","55-64",-2.27638309269511,-1.74413480961064,0.532248283084475,"Other immunodeficiencies"
"D84","65-74",-2.01222854352473,-1.68371911567213,0.328509427852605,"Other immunodeficiencies"
"D84","75-84",-1.53154721428669,-1.41603776510076,0.115509449185924,"Other immunodeficiencies"
"D84","85+",-0.984768144713525,-1.03351704600802,-0.0487489012944923,"Other immunodeficiencies"
"D86","45-54",-0.608567082601238,-0.830375547616276,-0.221808465015038,"Sarcoidosis"
"D86","55-64",-0.234994115551072,-0.587666111535344,-0.352671995984272,"Sarcoidosis"
"D86","65-74",0.0730269680205223,-0.42092666659808,-0.493953634618602,"Sarcoidosis"
"D86","75-84",0.126814991483432,-0.362725235662318,-0.489540227145751,"Sarcoidosis"
"D86","85+",-0.10578446525218,-0.483764351727766,-0.377979886475586,"Sarcoidosis"
"E03","45-54",-2.19462625996561,-2.82473435321289,-0.630108093247277,"Other hypothyroidism"
"E03","55-64",-1.32788922032632,-1.83862565303156,-0.510736432705237,"Other hypothyroidism"
"E03","65-74",-0.288317245101893,-0.897697810105739,-0.609380565003846,"Other hypothyroidism"
"E03","75-84",1.21246813550904,0.391907028548308,-0.820561106960729,"Other hypothyroidism"
"E03","85+",2.98006109453894,2.18962447697989,-0.790436617559055,"Other hypothyroidism"
"E05","45-54",-2.37297166837993,-2.84817292618491,-0.475201257804979,"Thyrotoxicosis [hyperthyroidism]"
"E05","55-64",-2.30804800733908,-2.58543973460023,-0.277391727261148,"Thyrotoxicosis [hyperthyroidism]"
"E05","65-74",-1.72746618117629,-2.03243140718784,-0.304965226011556,"Thyrotoxicosis [hyperthyroidism]"
"E05","75-84",-0.584740938486583,-1.26689460700413,-0.682153668517546,"Thyrotoxicosis [hyperthyroidism]"
"E05","85+",0.701239495997083,-0.127970853416839,-0.829210349413922,"Thyrotoxicosis [hyperthyroidism]"
"E10","45-54",0.159212285984876,0.608380631417573,0.449168345432696,"Type 1 diabetes mellitus"
"E10","55-64",0.794022855681387,1.10134627503425,0.307323419352862,"Type 1 diabetes mellitus"
"E10","65-74",1.43279506179455,1.62260594651525,0.1898108847207,"Type 1 diabetes mellitus"
"E10","75-84",2.10388689088199,2.19902953109027,0.0951426402082829,"Type 1 diabetes mellitus"
"E10","85+",2.51387115919315,2.57056924913385,0.0566980899407019,"Type 1 diabetes mellitus"
"E11","45-54",0.588366321288366,1.09260269298497,0.504236371696606,"Type 2 diabetes mellitus"
"E11","55-64",1.81127248137619,2.28539432610817,0.474121844731983,"Type 2 diabetes mellitus"
"E11","65-74",2.78088391373514,3.16551298521341,0.384629071478269,"Type 2 diabetes mellitus"
"E11","75-84",3.6366293832401,3.94260800498158,0.305978621741479,"Type 2 diabetes mellitus"
"E11","85+",4.41816297986501,4.68654441770697,0.26838143784196,"Type 2 diabetes mellitus"
"E14","45-54",1.99596369594601,2.50718207396258,0.511218378016572,"Unspecified diabetes mellitus"
"E14","55-64",2.9440850461881,3.4128078393293,0.468722793141196,"Unspecified diabetes mellitus"
"E14","65-74",3.76951328600987,4.13561266806299,0.366099382053126,"Unspecified diabetes mellitus"
"E14","75-84",4.52492009477397,4.79816465664017,0.273244561866204,"Unspecified diabetes mellitus"
"E14","85+",5.16629249060658,5.37085305370653,0.204560563099951,"Unspecified diabetes mellitus"
"E16","45-54",-2.47569017457491,-2.23523315724353,0.240457017331385,"Other disorders of pancreatic internal secretion"
"E16","55-64",-1.84274710762025,-1.60794302454419,0.234804083076067,"Other disorders of pancreatic internal secretion"
"E16","65-74",-1.29460209888001,-1.18908221925606,0.105519879623953,"Other disorders of pancreatic internal secretion"
"E16","75-84",-0.630584628106569,-0.535337978329312,0.0952466497772567,"Other disorders of pancreatic internal secretion"
"E16","85+",-0.0783854910640658,0.0927005087519817,0.171085999816047,"Other disorders of pancreatic internal secretion"
"E27","45-54",-2.82223939914648,-3.03922816294761,-0.216988763801132,"Other disorders of adrenal gland"
"E27","55-64",-2.23068986503622,-2.4210214692988,-0.190331604262589,"Other disorders of adrenal gland"
"E27","65-74",-1.52739375076339,-1.87042985288485,-0.343036102121457,"Other disorders of adrenal gland"
"E27","75-84",-0.709102945241009,-0.820125692754728,-0.111022747513719,"Other disorders of adrenal gland"
"E27","85+",-0.0203581644951713,-0.033783638357138,-0.0134254738619668,"Other disorders of adrenal gland"
"E43","45-54",-2.19462625996561,-2.41285485492706,-0.218228594961449,"Unspecified severe protein-calorie malnutrition"
"E43","55-64",-1.31688360648972,-1.20773731177722,0.109146294712499,"Unspecified severe protein-calorie malnutrition"
"E43","65-74",-0.21707348529554,-0.164349670400155,0.0527238148953856,"Unspecified severe protein-calorie malnutrition"
"E43","75-84",0.885120806664825,0.920577076479593,0.035456269814768,"Unspecified severe protein-calorie malnutrition"
"E43","85+",2.28490789525213,2.29129927896627,0.00639138371413273,"Unspecified severe protein-calorie malnutrition"
"E46","45-54",-1.83258724237239,-1.84487081732112,-0.01228357494873,"Unspecified protein-calorie malnutrition"
"E46","55-64",-0.849994274373345,-0.750883036600355,0.0991112377729898,"Unspecified protein-calorie malnutrition"
"E46","65-74",0.222196317497576,0.320912354548307,0.0987160370507305,"Unspecified protein-calorie malnutrition"
"E46","75-84",1.71082504255724,1.62915045160864,-0.0816745909486083,"Unspecified protein-calorie malnutrition"
"E46","85+",3.36278003562859,3.19582094387004,-0.166959091758549,"Unspecified protein-calorie malnutrition"
"E66","45-54",0.960507539227279,1.17682579430197,0.216318255074692,"Overweight and obesity"
"E66","55-64",1.37532030976657,1.47585514847895,0.100534838712373,"Overweight and obesity"
"E66","65-74",1.56266895072034,1.47633095506457,-0.0863379956557764,"Overweight and obesity"
"E66","75-84",1.46037499327389,1.18587461754506,-0.274500375728828,"Overweight and obesity"
"E66","85+",1.09467339696631,0.663568173484839,-0.431105223481472,"Overweight and obesity"
"E78","45-54",-0.751228820755446,0.524153163881664,1.27538198463711,"Disorders of lipoprotein metabolism and other lipidemias"
"E78","55-64",0.624753031788209,1.66142462913168,1.03667159734347,"Disorders of lipoprotein metabolism and other lipidemias"
"E78","65-74",1.68094198230323,2.41926603004532,0.738324047742094,"Disorders of lipoprotein metabolism and other lipidemias"
"E78","75-84",2.7491405410577,3.15270779503605,0.403567253978351,"Disorders of lipoprotein metabolism and other lipidemias"
"E78","85+",3.8398768993248,4.07961971873708,0.239742819412282,"Disorders of lipoprotein metabolism and other lipidemias"
"E83","45-54",-2.32191649757964,-2.03592605408383,0.285990443495812,"Disorders of mineral metabolism"
"E83","55-64",-1.71639631607059,-1.36637230405181,0.350024012018781,"Disorders of mineral metabolism"
"E83","65-74",-0.991393955899308,-0.692000462861134,0.299393493038174,"Disorders of mineral metabolism"
"E83","75-84",-0.27918674126868,-0.0790144529876566,0.200172288281024,"Disorders of mineral metabolism"
"E83","85+",0.611199163462276,0.516154654696219,-0.095044508766057,"Disorders of mineral metabolism"
"E85","45-54",-1.92859114402209,-1.53674693570416,0.391844208317925,"Amyloidosis"
"E85","55-64",-0.899221215138496,-0.378545121852439,0.520676093286056,"Amyloidosis"
"E85","65-74",0.0488233662796361,0.597719381611212,0.548896015331576,"Amyloidosis"
"E85","75-84",0.748244869178801,1.43632466682842,0.688079797649615,"Amyloidosis"
"E85","85+",0.776604714946293,1.66533063616303,0.888725921216738,"Amyloidosis"
"E86","45-54",-2.54675832272404,-2.32243921933063,0.224319103393414,"Volume depletion"
"E86","55-64",-1.59105863781638,-1.39949926235026,0.191559375466113,"Volume depletion"
"E86","65-74",-0.156933242272785,-0.0641140858825836,0.0928191563902015,"Volume depletion"
"E86","75-84",1.68450773423987,1.59289372751996,-0.0916140067199152,"Volume depletion"
"E86","85+",3.5837161409361,3.27517935275203,-0.308536788184066,"Volume depletion"
"E87","45-54",-0.667790769382959,-0.523694855580623,0.144095913802336,"Other disorders of fluid, electrolyte and acid-base balance"
"E87","55-64",0.121984323643661,0.326869600015323,0.204885276371662,"Other disorders of fluid, electrolyte and acid-base balance"
"E87","65-74",0.94774058942825,1.07786032105928,0.130119731631034,"Other disorders of fluid, electrolyte and acid-base balance"
"E87","75-84",1.98741233687779,2.01670797429632,0.0292956374185218,"Other disorders of fluid, electrolyte and acid-base balance"
"E87","85+",3.19932270536485,3.10268714014962,-0.0966355652152298,"Other disorders of fluid, electrolyte and acid-base balance"
"E88","45-54",-1.70392203939904,-1.49095329476526,0.212968744633782,"Other and unspecified metabolic disorders"
"E88","55-64",-0.941382025962774,-0.701139211601786,0.240242814360987,"Other and unspecified metabolic disorders"
"E88","65-74",-0.0139844089691074,0.170523844857361,0.184508253826469,"Other and unspecified metabolic disorders"
"E88","75-84",0.871456626454405,1.10576710735716,0.234310480902756,"Other and unspecified metabolic disorders"
"E88","85+",1.99463433750212,2.18779854829242,0.193164210790303,"Other and unspecified metabolic disorders"
"F03","45-54",-1.41471673740674,-1.40241713984362,0.0122995975631228,"Unspecified dementia"
"F03","55-64",0.741949012776118,0.875173755426436,0.133224742650318,"Unspecified dementia"
"F03","65-74",2.86778656815446,2.94446878986828,0.0766822217138245,"Unspecified dementia"
"F03","75-84",5.06718054160457,4.97686865623752,-0.0903118853670417,"Unspecified dementia"
"F03","85+",7.00762548003334,6.71566063323066,-0.291964846802681,"Unspecified dementia"
"F10","45-54",0.893877660751151,2.10743142666626,1.21355376591511,"Alcohol related disorders"
